gameId,gameCode,gameStatusText,gameDateTimeEst,weekNumber,weekName,ifNecessary,seriesText,seriesGameNumber,arenaName,arenaCity,postponedStatus,branchLink,homeTeam.teamTricode,awayTeam.teamTricode,homeTeam.teamId,awayTeam.teamId,homeTeam.score,awayTeam.score
0012400013,20241007/OKCSAS,Final,2024-10-07T20:00:00Z,0,,False,,,Frost Bank Center,San Antonio,A,,SAS,OKC,1610612759,1610612760,107,112
0012400014,20241007/HOUUTA,Final,2024-10-07T21:00:00Z,0,,False,,,Delta Center,Salt Lake City,A,,UTA,HOU,1610612762,1610612745,122,113
0012400015,20241008/MIACHA,Final,2024-10-08T19:00:00Z,0,,False,,,Spectrum Center,Charlotte,A,,CHA,MIA,1610612766,1610612748,111,108
0012400016,20241008/CHICLE,Final,2024-10-08T19:00:00Z,0,,False,,,Rocket Mortgage FieldHouse,Cleveland,A,,CLE,CHI,1610612739,1610612741,112,116
0012400017,20241008/PHXDET,Final,2024-10-08T19:00:00Z,0,,False,,,Breslin Center,East Lansing,A,,DET,PHX,1610612765,1610612756,97,105
0012400018,20241008/INDATL,Final,2024-10-08T19:30:00Z,0,,False,,,State Farm Arena,Atlanta,A,,ATL,IND,1610612737,1610612754,131,130
0012400019,20241008/BKNLAC,Final,2024-10-08T22:30:00Z,0,,False,,,Frontwave Arena,Oceanside,A,,LAC,BKN,1610612746,1610612751,115,106
0012400020,20241009/WASNYK,Final,2024-10-09T19:30:00Z,0,,False,,,Madison Square Garden,New York,A,,NYK,WAS,1610612752,1610612764,117,94
0012400021,20241009/HOUOKC,Final/OT,2024-10-09T20:00:00Z,0,,False,,,Paycom Center,Oklahoma City,A,,OKC,HOU,1610612760,1610612745,113,122
0012400022,20241009/ORLSAS,Final,2024-10-09T20:00:00Z,0,,False,,,Frost Bank Center,San Antonio,A,,SAS,ORL,1610612759,1610612753,107,97
0012400023,20241009/GSWSAC,Final,2024-10-09T22:30:00Z,0,,False,,,Golden 1 Center,Sacramento,A,,SAC,GSW,1610612758,1610612744,112,122
0012400024,20241010/INDCLE,Final,2024-10-10T19:00:00Z,0,,False,,,Rocket Mortgage FieldHouse,Cleveland,A,,CLE,IND,1610612739,1610612754,117,129
0012400026,20241010/UTADAL,Final,2024-10-10T20:00:00Z,0,,False,,,American Airlines Center,Dallas,A,,DAL,UTA,1610612742,1610612762,102,107
0012400027,20241010/CHAMEM,Final,2024-10-10T20:00:00Z,0,,False,,,FedExForum,Memphis,A,,MEM,CHA,1610612763,1610612766,94,119
0012400028,20241010/LALMIL,Final,2024-10-10T20:00:00Z,0,,False,,,Fiserv Forum,Milwaukee,A,,MIL,LAL,1610612749,1610612747,102,107
0012400029,20241010/NZBOKC,Final,2024-10-10T20:00:00Z,0,,False,,,BOK Center,Tulsa,A,,OKC,NZB,1610612760,15020,117,89
0012400031,20241011/TORWAS,Final,2024-10-11T19:00:00Z,0,,False,,,Capital One Arena,Washington,A,,WAS,TOR,1610612764,1610612761,113,95
0012400032,20241011/PHIMIN,Final,2024-10-11T19:00:00Z,0,,False,,,Wells Fargo Arena,Des Moines,A,,MIN,PHI,1610612750,1610612755,121,111
0012400033,20241011/SACGSW,Final,2024-10-11T22:00:00Z,0,,False,,,Chase Center,San Francisco,A,,GSW,SAC,1610612744,1610612758,109,106
0012400034,20241011/DETPHX,Final,2024-10-11T22:00:00Z,0,,False,,,Footprint Center,Phoenix,A,,PHX,DET,1610612756,1610612765,91,109
0012400035,20241011/PORLAC,Final,2024-10-11T22:30:00Z,0,,False,,,Climate Pledge Arena,Seattle,A,,LAC,POR,1610612746,1610612757,101,99
0012400036,20241012/PHIBOS,8:00 pm ET,2024-10-12T20:00:00Z,0,,False,,,TD Garden,Boston,A,,BOS,PHI,1610612738,1610612755,0,0
0012400037,20241012/MEMCHI,8:00 pm ET,2024-10-12T20:00:00Z,0,,False,,,United Center,Chicago,A,,CHI,MEM,1610612741,1610612763,0,0
0012400038,20241012/UTASAS,8:00 pm ET,2024-10-12T20:00:00Z,0,,False,,,Frost Bank Center,San Antonio,A,,SAS,UTA,1610612759,1610612762,0,0
0012400039,20241013/NOPMIA,3:30 pm ET,2024-10-13T15:30:00Z,0,,False,,,Kaseya Center,Miami,A,,MIA,NOP,1610612748,1610612740,0,0
0012400040,20241013/MINNYK,6:00 pm ET,2024-10-13T18:00:00Z,0,,False,,,Madison Square Garden,New York,A,,NYK,MIN,1610612752,1610612750,0,0
0012400041,20241013/PORSAC,6:00 pm ET,2024-10-13T18:00:00Z,0,,False,,,Golden 1 Center,Sacramento,A,,SAC,POR,1610612758,1610612757,0,0
0012400042,20241013/TORBOS,7:00 pm ET,2024-10-13T19:00:00Z,0,,False,,,TD Garden,Boston,A,,BOS,TOR,1610612738,1610612761,0,0
0012400043,20241013/PHXDEN,8:30 pm ET,2024-10-13T20:30:00Z,0,,False,,,Ball Arena,Denver,A,,DEN,PHX,1610612743,1610612756,0,0
0012400044,20241013/DETGSW,8:30 pm ET,2024-10-13T20:30:00Z,0,,False,,,Chase Center,San Francisco,A,,GSW,DET,1610612744,1610612765,0,0
0012400045,20241014/MEMIND,7:00 pm ET,2024-10-14T19:00:00Z,0,,False,,,Gainbridge Fieldhouse,Indianapolis,A,,IND,MEM,1610612754,1610612763,0,0
0012400046,20241014/PHIATL,7:30 pm ET,2024-10-14T19:30:00Z,0,,False,,,State Farm Arena,Atlanta,A,,ATL,PHI,1610612737,1610612755,0,0
0012400047,20241014/WASBKN,7:30 pm ET,2024-10-14T19:30:00Z,0,,False,,,Barclays Center,Brooklyn,A,,BKN,WAS,1610612751,1610612764,0,0
0012400048,20241014/CHIMIL,8:00 pm ET,2024-10-14T20:00:00Z,0,,False,,,Fiserv Forum,Milwaukee,A,,MIL,CHI,1610612749,1610612741,0,0
0012400049,20241014/DALLAC,10:30 pm ET,2024-10-14T22:30:00Z,0,,False,,,Intuit Dome,Inglewood,A,,LAC,DAL,1610612746,1610612742,0,0
0012400050,20241015/BOSTOR,7:00 pm ET,2024-10-15T19:00:00Z,0,,False,,,Scotiabank Arena,Toronto,A,,TOR,BOS,1610612761,1610612738,0,0
0012400051,20241015/SASMIA,7:30 pm ET,2024-10-15T19:30:00Z,0,,False,,,Kaseya Center,Miami,A,,MIA,SAS,1610612748,1610612759,0,0
0012400052,20241015/CHANYK,7:30 pm ET,2024-10-15T19:30:00Z,0,,False,,,Madison Square Garden,New York,A,,NYK,CHA,1610612752,1610612766,0,0
0012400053,20241015/NOPHOU,8:00 pm ET,2024-10-15T20:00:00Z,0,,False,,,Toyota Center,Houston,A,,HOU,NOP,1610612745,1610612740,0,0
0012400054,20241015/OKCDEN,9:00 pm ET,2024-10-15T21:00:00Z,0,,False,,,Ball Arena,Denver,A,,DEN,OKC,1610612743,1610612760,0,0
0012400055,20241015/SACUTA,9:00 pm ET,2024-10-15T21:00:00Z,0,,False,,,Delta Center,Salt Lake City,A,,UTA,SAC,1610612762,1610612758,0,0
0012400056,20241015/GSWLAL,10:00 pm ET,2024-10-15T22:00:00Z,0,,False,,,T-Mobile Arena,Las Vegas,A,,LAL,GSW,1610612747,1610612744,0,0
0012400025,20241016/ATLMIA,7:30 pm ET,2024-10-16T19:30:00Z,0,,False,,,Kaseya Center,Miami,A,,MIA,ATL,1610612748,1610612737,0,0
0012400057,20241016/CLEDET,7:00 pm ET,2024-10-16T19:00:00Z,0,,False,,,Little Caesars Arena,Detroit,A,,DET,CLE,1610612765,1610612739,0,0
0012400058,20241016/BKNPHI,7:00 pm ET,2024-10-16T19:00:00Z,0,,False,,,Wells Fargo Center,Philadelphia,A,,PHI,BKN,1610612755,1610612751,0,0
0012400059,20241016/MINCHI,8:00 pm ET,2024-10-16T20:00:00Z,0,,False,,,United Center,Chicago,A,,CHI,MIN,1610612741,1610612750,0,0
0012400060,20241016/ULMPOR,10:00 pm ET,2024-10-16T22:00:00Z,0,,False,,,Moda Center,Portland,A,,POR,ULM,1610612757,15025,0,0
0012400061,20241017/CHAIND,7:00 pm ET,2024-10-17T19:00:00Z,0,,False,,,Gainbridge Fieldhouse,Indianapolis,A,,IND,CHA,1610612754,1610612766,0,0
0012400062,20241017/MILDAL,7:30 pm ET,2024-10-17T19:30:00Z,0,,False,,,American Airlines Center,Dallas,A,,DAL,MIL,1610612742,1610612749,0,0
0012400063,20241017/SASHOU,8:00 pm ET,2024-10-17T20:00:00Z,0,,False,,,Toyota Center,Houston,A,,HOU,SAS,1610612745,1610612759,0,0
0012400064,20241017/ATLOKC,8:00 pm ET,2024-10-17T20:00:00Z,0,,False,,,Paycom Center,Oklahoma City,A,,OKC,ATL,1610612760,1610612737,0,0
0012400065,20241017/LALPHX,10:00 pm ET,2024-10-17T22:00:00Z,0,,False,,,Footprint Center,Phoenix,A,,PHX,LAL,1610612756,1610612747,0,0
0012400066,20241017/SACLAC,10:30 pm ET,2024-10-17T22:30:00Z,0,,False,,,Intuit Dome,Inglewood,A,,LAC,SAC,1610612746,1610612758,0,0
0012400072,20241017/DENMIN,8:00 pm ET,2024-10-17T20:00:00Z,0,,False,,,Target Center,Minneapolis,A,,MIN,DEN,1610612750,1610612743,0,0
0012400067,20241018/PHIORL,7:00 pm ET,2024-10-18T19:00:00Z,0,,False,,,Kia Center,Orlando,A,,ORL,PHI,1610612753,1610612755,0,0
0012400068,20241018/NYKWAS,7:00 pm ET,2024-10-18T19:00:00Z,0,,False,,,Capital One Arena,Washington,A,,WAS,NYK,1610612764,1610612752,0,0
0012400069,20241018/TORBKN,7:30 pm ET,2024-10-18T19:30:00Z,0,,False,,,Barclays Center,Brooklyn,A,,BKN,TOR,1610612751,1610612761,0,0
0012400070,20241018/CLECHI,8:00 pm ET,2024-10-18T20:00:00Z,0,,False,,,United Center,Chicago,A,,CHI,CLE,1610612741,1610612739,0,0
0012400071,20241018/MIAMEM,8:00 pm ET,2024-10-18T20:00:00Z,0,,False,,,FedExForum,Memphis,A,,MEM,MIA,1610612763,1610612748,0,0
0012400073,20241018/UTAPOR,10:00 pm ET,2024-10-18T22:00:00Z,0,,False,,,Moda Center,Portland,A,,POR,UTA,1610612757,1610612762,0,0
0012400074,20241018/LALGSW,10:30 pm ET,2024-10-18T22:30:00Z,0,,False,,,Chase Center,San Francisco,A,,GSW,LAL,1610612744,1610612747,0,0
0022400061,20241022/NYKBOS,7:30 pm ET,2024-10-22T19:30:00Z,1,Week 1,False,,,TD Garden,Boston,A,,BOS,NYK,1610612738,1610612752,0,0
0022400062,20241022/MINLAL,10:00 pm ET,2024-10-22T22:00:00Z,1,Week 1,False,,,Crypto.com Arena,Los Angeles,A,,LAL,MIN,1610612747,1610612750,0,0
0022400063,20241023/INDDET,7:00 pm ET,2024-10-23T19:00:00Z,1,Week 1,False,,,Little Caesars Arena,Detroit,A,,DET,IND,1610612765,1610612754,0,0
0022400064,20241023/BKNATL,7:30 pm ET,2024-10-23T19:30:00Z,1,Week 1,False,,,State Farm Arena,Atlanta,A,,ATL,BKN,1610612737,1610612751,0,0
0022400065,20241023/ORLMIA,7:30 pm ET,2024-10-23T19:30:00Z,1,Week 1,False,,,Kaseya Center,Miami,A,,MIA,ORL,1610612748,1610612753,0,0
0022400066,20241023/MILPHI,7:30 pm ET,2024-10-23T19:30:00Z,1,Week 1,False,,,Wells Fargo Center,Philadelphia,A,,PHI,MIL,1610612755,1610612749,0,0
0022400067,20241023/CLETOR,7:30 pm ET,2024-10-23T19:30:00Z,1,Week 1,False,,,Scotiabank Arena,Toronto,A,,TOR,CLE,1610612761,1610612739,0,0
0022400068,20241023/CHAHOU,8:00 pm ET,2024-10-23T20:00:00Z,1,Week 1,False,,,Toyota Center,Houston,A,,HOU,CHA,1610612745,1610612766,0,0
0022400069,20241023/CHINOP,8:00 pm ET,2024-10-23T20:00:00Z,1,Week 1,False,,,Smoothie King Center,New Orleans,A,,NOP,CHI,1610612740,1610612741,0,0
0022400070,20241023/MEMUTA,9:00 pm ET,2024-10-23T21:00:00Z,1,Week 1,False,,,Delta Center,Salt Lake City,A,,UTA,MEM,1610612762,1610612763,0,0
0022400071,20241023/PHXLAC,10:00 pm ET,2024-10-23T22:00:00Z,1,Week 1,False,,,Intuit Dome,Inglewood,A,,LAC,PHX,1610612746,1610612756,0,0
0022400072,20241023/GSWPOR,10:00 pm ET,2024-10-23T22:00:00Z,1,Week 1,False,,,Moda Center,Portland,A,,POR,GSW,1610612757,1610612744,0,0
0022400073,20241024/BOSWAS,7:00 pm ET,2024-10-24T19:00:00Z,1,Week 1,False,,,Capital One Arena,Washington,A,,WAS,BOS,1610612764,1610612738,0,0
0022400074,20241024/SASDAL,7:30 pm ET,2024-10-24T19:30:00Z,1,Week 1,False,,,American Airlines Center,Dallas,A,,DAL,SAS,1610612742,1610612759,0,0
0022400075,20241024/OKCDEN,10:00 pm ET,2024-10-24T22:00:00Z,1,Week 1,False,,,Ball Arena,Denver,A,,DEN,OKC,1610612743,1610612760,0,0
0022400076,20241024/MINSAC,10:00 pm ET,2024-10-24T22:00:00Z,1,Week 1,False,,,Golden 1 Center,Sacramento,A,,SAC,MIN,1610612758,1610612750,0,0
0022400077,20241025/BKNORL,7:00 pm ET,2024-10-25T19:00:00Z,1,Week 1,False,,,Kia Center,Orlando,A,,ORL,BKN,1610612753,1610612751,0,0
0022400078,20241025/PHITOR,7:00 pm ET,2024-10-25T19:00:00Z,1,Week 1,False,,,Scotiabank Arena,Toronto,A,,TOR,PHI,1610612761,1610612755,0,0
0022400079,20241025/CHAATL,7:30 pm ET,2024-10-25T19:30:00Z,1,Week 1,False,,,State Farm Arena,Atlanta,A,,ATL,CHA,1610612737,1610612766,0,0
0022400080,20241025/DETCLE,7:30 pm ET,2024-10-25T19:30:00Z,1,Week 1,False,,,Rocket Mortgage FieldHouse,Cleveland,A,,CLE,DET,1610612739,1610612765,0,0
0022400081,20241025/INDNYK,7:30 pm ET,2024-10-25T19:30:00Z,1,Week 1,False,,,Madison Square Garden,New York,A,,NYK,IND,1610612752,1610612754,0,0
0022400082,20241025/MEMHOU,8:00 pm ET,2024-10-25T20:00:00Z,1,Week 1,False,,,Toyota Center,Houston,A,,HOU,MEM,1610612745,1610612763,0,0
0022400083,20241025/CHIMIL,8:00 pm ET,2024-10-25T20:00:00Z,1,Week 1,False,,,Fiserv Forum,Milwaukee,A,,MIL,CHI,1610612749,1610612741,0,0
0022400084,20241025/GSWUTA,9:30 pm ET,2024-10-25T21:30:00Z,1,Week 1,False,,,Delta Center,Salt Lake City,A,,UTA,GSW,1610612762,1610612744,0,0
0022400085,20241025/PHXLAL,10:00 pm ET,2024-10-25T22:00:00Z,1,Week 1,False,,,Crypto.com Arena,Los Angeles,A,,LAL,PHX,1610612747,1610612756,0,0
0022400086,20241025/NOPPOR,10:00 pm ET,2024-10-25T22:00:00Z,1,Week 1,False,,,Moda Center,Portland,A,,POR,NOP,1610612757,1610612740,0,0
0022400087,20241026/LACDEN,5:00 pm ET,2024-10-26T17:00:00Z,1,Week 1,False,,,Ball Arena,Denver,A,,DEN,LAC,1610612743,1610612746,0,0
0022400088,20241026/MIACHA,7:00 pm ET,2024-10-26T19:00:00Z,1,Week 1,False,,,Spectrum Center,Charlotte,A,,CHA,MIA,1610612766,1610612748,0,0
0022400089,20241026/BOSDET,7:00 pm ET,2024-10-26T19:00:00Z,1,Week 1,False,,,Little Caesars Arena,Detroit,A,,DET,BOS,1610612765,1610612738,0,0
0022400090,20241026/CLEWAS,7:00 pm ET,2024-10-26T19:00:00Z,1,Week 1,False,,,Capital One Arena,Washington,A,,WAS,CLE,1610612764,1610612739,0,0
0022400091,20241026/OKCCHI,8:00 pm ET,2024-10-26T20:00:00Z,1,Week 1,False,,,United Center,Chicago,A,,CHI,OKC,1610612741,1610612760,0,0
0022400092,20241026/ORLMEM,8:00 pm ET,2024-10-26T20:00:00Z,1,Week 1,False,,,FedExForum,Memphis,A,,MEM,ORL,1610612763,1610612753,0,0
0022400093,20241026/TORMIN,8:00 pm ET,2024-10-26T20:00:00Z,1,Week 1,False,,,Target Center,Minneapolis,A,,MIN,TOR,1610612750,1610612761,0,0
0022400094,20241026/HOUSAS,8:30 pm ET,2024-10-26T20:30:00Z,1,Week 1,False,,,Frost Bank Center,San Antonio,A,,SAS,HOU,1610612759,1610612745,0,0
0022400095,20241026/DALPHX,10:00 pm ET,2024-10-26T22:00:00Z,1,Week 1,False,,,Footprint Center,Phoenix,A,,PHX,DAL,1610612756,1610612742,0,0
0022400096,20241026/SACLAL,10:30 pm ET,2024-10-26T22:30:00Z,1,Week 1,False,,,Crypto.com Arena,Los Angeles,A,,LAL,SAC,1610612747,1610612758,0,0
0022400097,20241027/PHIIND,3:30 pm ET,2024-10-27T15:30:00Z,1,Week 1,False,,,Gainbridge Fieldhouse,Indianapolis,A,,IND,PHI,1610612754,1610612755,0,0
0022400098,20241027/MILBKN,6:00 pm ET,2024-10-27T18:00:00Z,1,Week 1,False,,,Barclays Center,Brooklyn,A,,BKN,MIL,1610612751,1610612749,0,0
0022400099,20241027/NOPPOR,6:00 pm ET,2024-10-27T18:00:00Z,1,Week 1,False,,,Moda Center,Portland,A,,POR,NOP,1610612757,1610612740,0,0
0022400100,20241027/ATLOKC,7:00 pm ET,2024-10-27T19:00:00Z,1,Week 1,False,,,Paycom Center,Oklahoma City,A,,OKC,ATL,1610612760,1610612737,0,0
0022400101,20241027/LACGSW,8:30 pm ET,2024-10-27T20:30:00Z,1,Week 1,False,,,Chase Center,San Francisco,A,,GSW,LAC,1610612744,1610612746,0,0
0022400102,20241028/INDORL,7:00 pm ET,2024-10-28T19:00:00Z,2,Week 2,False,,,Kia Center,Orlando,A,,ORL,IND,1610612753,1610612754,0,0
0022400103,20241028/WASATL,7:30 pm ET,2024-10-28T19:30:00Z,2,Week 2,False,,,State Farm Arena,Atlanta,A,,ATL,WAS,1610612737,1610612764,0,0
0022400104,20241028/MILBOS,7:30 pm ET,2024-10-28T19:30:00Z,2,Week 2,False,,,TD Garden,Boston,A,,BOS,MIL,1610612738,1610612749,0,0
0022400105,20241028/DETMIA,7:30 pm ET,2024-10-28T19:30:00Z,2,Week 2,False,,,Kaseya Center,Miami,A,,MIA,DET,1610612748,1610612765,0,0
0022400106,20241028/CLENYK,7:30 pm ET,2024-10-28T19:30:00Z,2,Week 2,False,,,Madison Square Garden,New York,A,,NYK,CLE,1610612752,1610612739,0,0
0022400107,20241028/DENTOR,7:30 pm ET,2024-10-28T19:30:00Z,2,Week 2,False,,,Scotiabank Arena,Toronto,A,,TOR,DEN,1610612761,1610612743,0,0
0022400108,20241028/CHIMEM,8:00 pm ET,2024-10-28T20:00:00Z,2,Week 2,False,,,FedExForum,Memphis,A,,MEM,CHI,1610612763,1610612741,0,0
0022400109,20241028/HOUSAS,8:00 pm ET,2024-10-28T20:00:00Z,2,Week 2,False,,,Frost Bank Center,San Antonio,A,,SAS,HOU,1610612759,1610612745,0,0
0022400110,20241028/UTADAL,8:30 pm ET,2024-10-28T20:30:00Z,2,Week 2,False,,,American Airlines Center,Dallas,A,,DAL,UTA,1610612742,1610612762,0,0
0022400111,20241028/LALPHX,10:00 pm ET,2024-10-28T22:00:00Z,2,Week 2,False,,,Footprint Center,Phoenix,A,,PHX,LAL,1610612756,1610612747,0,0
0022400112,20241028/PORSAC,10:00 pm ET,2024-10-28T22:00:00Z,2,Week 2,False,,,Golden 1 Center,Sacramento,A,,SAC,POR,1610612758,1610612757,0,0
0022400113,20241029/DENBKN,7:30 pm ET,2024-10-29T19:30:00Z,2,Week 2,False,,,Barclays Center,Brooklyn,A,,BKN,DEN,1610612751,1610612743,0,0
0022400114,20241029/DALMIN,7:30 pm ET,2024-10-29T19:30:00Z,2,Week 2,False,,,Target Center,Minneapolis,A,,MIN,DAL,1610612750,1610612742,0,0
0022400115,20241029/SACUTA,9:00 pm ET,2024-10-29T21:00:00Z,2,Week 2,False,,,Delta Center,Salt Lake City,A,,UTA,SAC,1610612762,1610612758,0,0
0022400116,20241029/NOPGSW,10:00 pm ET,2024-10-29T22:00:00Z,2,Week 2,False,,,Chase Center,San Francisco,A,,GSW,NOP,1610612744,1610612740,0,0
0022400117,20241030/TORCHA,7:00 pm ET,2024-10-30T19:00:00Z,2,Week 2,False,,,Spectrum Center,Charlotte,A,,CHA,TOR,1610612766,1610612761,0,0
0022400118,20241030/LALCLE,7:00 pm ET,2024-10-30T19:00:00Z,2,Week 2,False,,,Rocket Mortgage FieldHouse,Cleveland,A,,CLE,LAL,1610612739,1610612747,0,0
0022400119,20241030/BOSIND,7:00 pm ET,2024-10-30T19:00:00Z,2,Week 2,False,,,Gainbridge Fieldhouse,Indianapolis,A,,IND,BOS,1610612754,1610612738,0,0
0022400120,20241030/DETPHI,7:00 pm ET,2024-10-30T19:00:00Z,2,Week 2,False,,,Wells Fargo Center,Philadelphia,A,,PHI,DET,1610612755,1610612765,0,0
0022400121,20241030/ATLWAS,7:00 pm ET,2024-10-30T19:00:00Z,2,Week 2,False,,,Capital One Arena,Washington,A,,WAS,ATL,1610612764,1610612737,0,0
0022400122,20241030/NYKMIA,7:30 pm ET,2024-10-30T19:30:00Z,2,Week 2,False,,,Kaseya Center,Miami,A,,MIA,NYK,1610612748,1610612752,0,0
0022400123,20241030/ORLCHI,8:00 pm ET,2024-10-30T20:00:00Z,2,Week 2,False,,,United Center,Chicago,A,,CHI,ORL,1610612741,1610612753,0,0
0022400124,20241030/BKNMEM,8:00 pm ET,2024-10-30T20:00:00Z,2,Week 2,False,,,FedExForum,Memphis,A,,MEM,BKN,1610612763,1610612751,0,0
0022400125,20241030/SASOKC,9:30 pm ET,2024-10-30T21:30:00Z,2,Week 2,False,,,Paycom Center,Oklahoma City,A,,OKC,SAS,1610612760,1610612759,0,0
0022400126,20241030/NOPGSW,10:00 pm ET,2024-10-30T22:00:00Z,2,Week 2,False,,,Chase Center,San Francisco,A,,GSW,NOP,1610612744,1610612740,0,0
0022400127,20241030/PORLAC,10:30 pm ET,2024-10-30T22:30:00Z,2,Week 2,False,,,Intuit Dome,Inglewood,A,,LAC,POR,1610612746,1610612757,0,0
0022400128,20241031/MILMEM,8:00 pm ET,2024-10-31T20:00:00Z,2,Week 2,False,,,FedExForum,Memphis,A,,MEM,MIL,1610612763,1610612749,0,0
0022400129,20241031/HOUDAL,8:30 pm ET,2024-10-31T20:30:00Z,2,Week 2,False,,,American Airlines Center,Dallas,A,,DAL,HOU,1610612742,1610612745,0,0
0022400130,20241031/SASUTA,9:00 pm ET,2024-10-31T21:00:00Z,2,Week 2,False,,,Delta Center,Salt Lake City,A,,UTA,SAS,1610612762,1610612759,0,0
0022400131,20241031/PHXLAC,10:30 pm ET,2024-10-31T22:30:00Z,2,Week 2,False,,,Intuit Dome,Inglewood,A,,LAC,PHX,1610612746,1610612756,0,0
0022400132,20241101/BOSCHA,7:00 pm ET,2024-11-01T19:00:00Z,2,Week 2,False,,,Spectrum Center,Charlotte,A,,CHA,BOS,1610612766,1610612738,0,0
0022400133,20241101/ORLCLE,7:00 pm ET,2024-11-01T19:00:00Z,2,Week 2,False,,,Rocket Mortgage FieldHouse,Cleveland,A,,CLE,ORL,1610612739,1610612753,0,0
0022400134,20241101/NYKDET,7:00 pm ET,2024-11-01T19:00:00Z,2,Week 2,False,,,Little Caesars Arena,Detroit,A,,DET,NYK,1610612765,1610612752,0,0
0022400135,20241101/SACATL,7:30 pm ET,2024-11-01T19:30:00Z,2,Week 2,False,,,State Farm Arena,Atlanta,A,,ATL,SAC,1610612737,1610612758,0,0
0022400136,20241101/CHIBKN,7:30 pm ET,2024-11-01T19:30:00Z,2,Week 2,False,,,Barclays Center,Brooklyn,A,,BKN,CHI,1610612751,1610612741,0,0
0022400137,20241101/LALTOR,7:30 pm ET,2024-11-01T19:30:00Z,2,Week 2,False,,,Scotiabank Arena,Toronto,A,,TOR,LAL,1610612761,1610612747,0,0
0022400138,20241101/INDNOP,8:00 pm ET,2024-11-01T20:00:00Z,2,Week 2,False,,,Smoothie King Center,New Orleans,A,,NOP,IND,1610612740,1610612754,0,0
0022400139,20241101/DENMIN,9:30 pm ET,2024-11-01T21:30:00Z,2,Week 2,False,,,Target Center,Minneapolis,A,,MIN,DEN,1610612750,1610612743,0,0
0022400140,20241101/OKCPOR,10:00 pm ET,2024-11-01T22:00:00Z,2,Week 2,False,,,Moda Center,Portland,A,,POR,OKC,1610612757,1610612760,0,0
0022400141,20241102/BOSCHA,6:00 pm ET,2024-11-02T18:00:00Z,2,Week 2,False,,,Spectrum Center,Charlotte,A,,CHA,BOS,1610612766,1610612738,0,0
0022400142,20241102/MEMPHI,7:30 pm ET,2024-11-02T19:30:00Z,2,Week 2,False,,,Wells Fargo Center,Philadelphia,A,,PHI,MEM,1610612755,1610612763,0,0
0022400143,20241102/SACTOR,7:30 pm ET,2024-11-02T19:30:00Z,2,Week 2,False,,,Scotiabank Arena,Toronto,A,,TOR,SAC,1610612761,1610612758,0,0
0022400144,20241102/GSWHOU,8:00 pm ET,2024-11-02T20:00:00Z,2,Week 2,False,,,Toyota Center,Houston,A,,HOU,GSW,1610612745,1610612744,0,0
0022400145,20241102/CLEMIL,8:00 pm ET,2024-11-02T20:00:00Z,2,Week 2,False,,,Fiserv Forum,Milwaukee,A,,MIL,CLE,1610612749,1610612739,0,0
0022400146,20241102/MINSAS,8:00 pm ET,2024-11-02T20:00:00Z,2,Week 2,False,,,Frost Bank Center,San Antonio,A,,SAS,MIN,1610612759,1610612750,0,0
