gid,gcode,etdate,ettime,seri,an,ac,st,stt,h.tid,v.tid,h.ta,v.ta,h.s,v.s,seas
0011700037,20171007/MIAORL,2017-10-07,19:00:00,,Amway Center,Orlando,3,Final,1610612753,1610612748,ORL,MIA,93,90,17-18
0011700044,20171008/GSWMIN,2017-10-08,07:00:00,,Mercedes-Benz Arena,"Shanghai, China",3,Final,1610612750,1610612744,MIN,GSW,110,142,17-18
0011700039,20171008/MELOKC,2017-10-08,15:00:00,,Chesapeake Energy Arena,Oklahoma City,3,Final,1610612760,15016,OKC,MEL,86,85,17-18
0011700040,20171008/CLEWAS,2017-10-08,15:00:00,,Capital One Arena,Washington,3,Final,1610612764,1610612739,WAS,CLE,102,94,17-18
0011700038,20171008/PORLAC,2017-10-08,15:30:00,,STAPLES Center,Los Angeles,3,Final,1610612746,1610612757,LAC,POR,106,134,17-18
0011700041,20171008/DENSAS,2017-10-08,16:00:00,,AT&T Center,San Antonio,3,Final,1610612759,1610612743,SAS,DEN,122,100,17-18
0011700042,20171008/NOPCHI,2017-10-08,19:00:00,,United Center,Chicago,3,Final,1610612741,1610612740,CHI,NOP,95,108,17-18
0011700045,20171008/NYKBKN,2017-10-08,19:30:00,,Barclays Center,Brooklyn,3,Final,1610612751,1610612752,BKN,NYK,117,83,17-18
0011700043,20171008/SACLAL,2017-10-08,21:00:00,,T-Mobile Arena,Las Vegas,3,Final,1610612747,1610612758,LAL,SAC,75,69,17-18
0011700046,20171009/INDDET,2017-10-09,19:00:00,,Little Caesars Arena,Detroit,3,Final,1610612765,1610612754,DET,IND,107,97,17-18
0011700048,20171009/PHIBOS,2017-10-09,19:30:00,,TD Garden,Boston,3,Final,1610612738,1610612755,BOS,PHI,113,96,17-18
0011700049,20171009/HOUNYK,2017-10-09,19:30:00,,Madison Square Garden,New York,3,Final,1610612752,1610612745,NYK,HOU,95,117,17-18
0011700050,20171009/MEMATL,2017-10-09,19:30:00,,McCamish Pavilion,Atlanta,3,Final,1610612737,1610612763,ATL,MEM,100,88,17-18
0011700051,20171009/CHAMIA,2017-10-09,19:30:00,,AmericanAirlines Arena,Miami,3,Final,1610612748,1610612766,MIA,CHA,109,106,17-18
0011700052,20171009/ORLDAL,2017-10-09,20:30:00,,American Airlines Center,Dallas,3,Final,1610612742,1610612753,DAL,ORL,99,96,17-18
0011700047,20171009/UTAPHX,2017-10-09,22:00:00,,Talking Stick Resort Arena,Phoenix,3,Final,1610612756,1610612762,PHX,UTA,102,120,17-18
0011700053,20171009/PORSAC,2017-10-09,22:00:00,,Golden 1 Center,Sacramento,3,Final,1610612758,1610612757,SAC,POR,83,97,17-18
0011700054,20171010/DETTOR,2017-10-10,19:00:00,,Air Canada Centre,Toronto,3,Final,1610612761,1610612765,TOR,DET,116,94,17-18
0011700055,20171010/MACIND,2017-10-10,19:00:00,,Bankers Life Fieldhouse,Indianapolis,3,Final,1610612754,93,IND,MAC,108,89,17-18
0011700059,20171010/CHICLE,2017-10-10,20:00:00,,Quicken Loans Arena,Cleveland,3,Final,1610612739,1610612741,CLE,CHI,94,108,17-18
0011700057,20171010/ORLSAS,2017-10-10,20:30:00,,AT&T Center,San Antonio,3,Final,1610612759,1610612753,SAS,ORL,98,103,17-18
0011700056,20171010/OKCDEN,2017-10-10,21:00:00,,Pepsi Center,Denver,3,Final,1610612743,1610612760,DEN,OKC,86,96,17-18
0011700058,20171010/UTALAL,2017-10-10,22:30:00,,STAPLES Center,Los Angeles,3,Final,1610612747,1610612762,LAL,UTA,99,105,17-18
0011700060,20171011/BOSCHA,2017-10-11,19:00:00,,Spectrum Center,Charlotte,3,Final,1610612766,1610612738,CHA,BOS,100,108,17-18
0011700062,20171011/PHIBKN,2017-10-11,19:30:00,,Nassau Coliseum,Uniondale,3,Final,1610612751,1610612755,BKN,PHI,114,133,17-18
0011700063,20171011/WASMIA,2017-10-11,19:30:00,,AmericanAirlines Arena,Miami,3,Final,1610612748,1610612764,MIA,WAS,117,115,17-18
0011700064,20171011/HOUMEM,2017-10-11,21:30:00,,FedExForum,Memphis,3,Final,1610612763,1610612745,MEM,HOU,89,101,17-18
0011700061,20171011/PORPHX,2017-10-11,22:00:00,,Talking Stick Resort Arena,Phoenix,3,Final,1610612756,1610612757,PHX,POR,104,113,17-18
0011700065,20171012/DALATL,2017-10-12,19:30:00,,McCamish Pavilion,Atlanta,3,Final,1610612737,1610612742,ATL,DAL,94,108,17-18
0011700066,20171012/SACLAC,2017-10-12,22:30:00,,STAPLES Center,Los Angeles,3,Final,1610612746,1610612758,LAC,SAC,104,87,17-18
0011700067,20171013/DALCHA,2017-10-13,18:00:00,,Spectrum Center,Charlotte,3,Final,1610612766,1610612742,CHA,DAL,111,96,17-18
0011700069,20171013/CLEORL,2017-10-13,19:00:00,,Amway Center,Orlando,3,Final,1610612753,1610612739,ORL,CLE,106,113,17-18
0011700075,20171013/WASNYK,2017-10-13,19:30:00,,Madison Square Garden,New York,3,Final,1610612752,1610612764,NYK,WAS,103,110,17-18
0011700070,20171013/TORCHI,2017-10-13,20:00:00,,United Center,Chicago,3,Final,1610612741,1610612761,CHI,TOR,104,125,17-18
0011700071,20171013/NOPMEM,2017-10-13,20:00:00,,FedExForum,Memphis,3,Final,1610612763,1610612740,MEM,NOP,142,101,17-18
0011700072,20171013/SASHOU,2017-10-13,20:00:00,,Toyota Center,Houston,3,Final,1610612745,1610612759,HOU,SAS,97,106,17-18
0011700068,20171013/MIAPHI,2017-10-13,20:30:00,,Sprint Center,Kansas City,3,Final,1610612755,1610612748,PHI,MIA,119,95,17-18
0011700076,20171013/DETMIL,2017-10-13,20:30:00,,BMO Harris Bradley Center,Milwaukee,3,Final,1610612749,1610612765,MIL,DET,107,103,17-18
0011700073,20171013/BNEPHX,2017-10-13,22:00:00,,Talking Stick Resort Arena,Phoenix,3,Final,1610612756,15017,PHX,BNE,114,93,17-18
0011700074,20171013/MACPOR,2017-10-13,22:00:00,,Moda Center,Portland,3,Final,1610612757,93,POR,MAC,129,81,17-18
0011700077,20171013/SACGSW,2017-10-13,22:30:00,,ORACLE Arena,Oakland,3,Final,1610612744,1610612758,GSW,SAC,117,106,17-18
0011700078,20171013/LALLAC,2017-10-13,22:30:00,,STAPLES Center,Los Angeles,3,Final,1610612746,1610612747,LAC,LAL,104,111,17-18
0021700001,20171017/BOSCLE,2017-10-17,20:00:00,,Quicken Loans Arena,Cleveland,3,Final,1610612739,1610612738,CLE,BOS,102,99,17-18
0021700002,20171017/HOUGSW,2017-10-17,22:30:00,,ORACLE Arena,Oakland,3,Final,1610612744,1610612745,GSW,HOU,121,122,17-18
0021700003,20171018/CHADET,2017-10-18,19:00:00,,Little Caesars Arena,Detroit,3,Final,1610612765,1610612766,DET,CHA,102,90,17-18
0021700004,20171018/BKNIND,2017-10-18,19:00:00,,Bankers Life Fieldhouse,Indianapolis,3,Final,1610612754,1610612751,IND,BKN,140,131,17-18
0021700005,20171018/MIAORL,2017-10-18,19:00:00,,Amway Center,Orlando,3,Final,1610612753,1610612748,ORL,MIA,116,109,17-18
0021700006,20171018/PHIWAS,2017-10-18,19:00:00,,Capital One Arena,Washington,3,Final,1610612764,1610612755,WAS,PHI,120,115,17-18
0021700007,20171018/MILBOS,2017-10-18,19:30:00,,TD Garden,Boston,3,Final,1610612738,1610612749,BOS,MIL,100,108,17-18
0021700008,20171018/NOPMEM,2017-10-18,20:00:00,,FedExForum,Memphis,3,Final,1610612763,1610612740,MEM,NOP,103,91,17-18
0021700009,20171018/ATLDAL,2017-10-18,20:30:00,,American Airlines Center,Dallas,3,Final,1610612742,1610612737,DAL,ATL,111,117,17-18
0021700010,20171018/DENUTA,2017-10-18,21:00:00,,Vivint Smart Home Arena,Salt Lake City,3,Final,1610612762,1610612743,UTA,DEN,106,96,17-18
0021700011,20171018/MINSAS,2017-10-18,21:30:00,,AT&T Center,San Antonio,3,Final,1610612759,1610612750,SAS,MIN,107,99,17-18
0021700012,20171018/PORPHX,2017-10-18,22:00:00,,Talking Stick Resort Arena,Phoenix,3,Final,1610612756,1610612757,PHX,POR,76,124,17-18
0021700013,20171018/HOUSAC,2017-10-18,22:00:00,,Golden 1 Center,Sacramento,3,Final,1610612758,1610612745,SAC,HOU,100,105,17-18
0021700014,20171019/CHITOR,2017-10-19,19:30:00,,Air Canada Centre,Toronto,3,Final,1610612761,1610612741,TOR,CHI,117,100,17-18
0021700015,20171019/NYKOKC,2017-10-19,20:00:00,,Chesapeake Energy Arena,Oklahoma City,3,Final,1610612760,1610612752,OKC,NYK,105,84,17-18
0021700016,20171019/LACLAL,2017-10-19,22:30:00,,STAPLES Center,Los Angeles,3,Final,1610612747,1610612746,LAL,LAC,92,108,17-18
0021700017,20171020/ATLCHA,2017-10-20,19:00:00,,Spectrum Center,Charlotte,3,Final,1610612766,1610612737,CHA,ATL,109,91,17-18
0021700018,20171020/PORIND,2017-10-20,19:00:00,,Bankers Life Fieldhouse,Indianapolis,3,Final,1610612754,1610612757,IND,POR,96,114,17-18
0021700019,20171020/BOSPHI,2017-10-20,19:00:00,,Wells Fargo Center,Philadelphia,3,Final,1610612755,1610612738,PHI,BOS,92,102,17-18
0021700020,20171020/DETWAS,2017-10-20,19:00:00,,Capital One Arena,Washington,3,Final,1610612764,1610612765,WAS,DET,115,111,17-18
0021700021,20171020/CLEMIL,2017-10-20,19:00:00,,BMO Harris Bradley Center,Milwaukee,3,Final,1610612749,1610612739,MIL,CLE,97,116,17-18
0021700022,20171020/ORLBKN,2017-10-20,19:30:00,,Barclays Center,Brooklyn,3,Final,1610612751,1610612753,BKN,ORL,126,121,17-18
0021700023,20171020/UTAMIN,2017-10-20,20:00:00,,Target Center,Minneapolis,3,Final,1610612750,1610612762,MIN,UTA,100,97,17-18
0021700024,20171020/SACDAL,2017-10-20,20:30:00,,American Airlines Center,Dallas,3,Final,1610612742,1610612758,DAL,SAC,88,93,17-18
0021700025,20171020/GSWNOP,2017-10-20,21:30:00,,Smoothie King Center,New Orleans,3,Final,1610612740,1610612744,NOP,GSW,120,128,17-18
0021700026,20171020/LALPHX,2017-10-20,22:00:00,,Talking Stick Resort Arena,Phoenix,3,Final,1610612756,1610612747,PHX,LAL,130,132,17-18
0021700027,20171021/PHITOR,2017-10-21,19:30:00,,Air Canada Centre,Toronto,3,Final,1610612761,1610612755,TOR,PHI,128,94,17-18
0021700028,20171021/ORLCLE,2017-10-21,20:00:00,,Quicken Loans Arena,Cleveland,3,Final,1610612739,1610612753,CLE,ORL,93,114,17-18
0021700029,20171021/INDMIA,2017-10-21,20:00:00,,AmericanAirlines Arena,Miami,3,Final,1610612748,1610612754,MIA,IND,112,108,17-18
0021700030,20171021/DETNYK,2017-10-21,20:00:00,,Madison Square Garden,New York,3,Final,1610612752,1610612765,NYK,DET,107,111,17-18
0021700031,20171021/SASCHI,2017-10-21,20:00:00,,United Center,Chicago,3,Final,1610612741,1610612759,CHI,SAS,77,87,17-18
0021700032,20171021/DALHOU,2017-10-21,20:00:00,,Toyota Center,Houston,3,Final,1610612745,1610612742,HOU,DAL,107,91,17-18
0021700033,20171021/GSWMEM,2017-10-21,20:00:00,,FedExForum,Memphis,3,Final,1610612763,1610612744,MEM,GSW,111,101,17-18
0021700034,20171021/PORMIL,2017-10-21,20:30:00,,BMO Harris Bradley Center,Milwaukee,3,Final,1610612749,1610612757,MIL,POR,113,110,17-18
0021700035,20171021/SACDEN,2017-10-21,21:00:00,,Pepsi Center,Denver,3,Final,1610612743,1610612758,DEN,SAC,96,79,17-18
0021700036,20171021/OKCUTA,2017-10-21,21:00:00,,Vivint Smart Home Arena,Salt Lake City,3,Final,1610612762,1610612760,UTA,OKC,96,87,17-18
0021700037,20171021/PHXLAC,2017-10-21,22:30:00,,STAPLES Center,Los Angeles,3,Final,1610612746,1610612756,LAC,PHX,130,88,17-18
0021700038,20171022/ATLBKN,2017-10-22,15:30:00,,Barclays Center,Brooklyn,3,Final,1610612751,1610612737,BKN,ATL,116,104,17-18
0021700039,20171022/MINOKC,2017-10-22,19:00:00,,Chesapeake Energy Arena,Oklahoma City,3,Final,1610612760,1610612750,OKC,MIN,113,115,17-18
0021700040,20171022/NOPLAL,2017-10-22,21:30:00,,STAPLES Center,Los Angeles,3,Final,1610612747,1610612740,LAL,NOP,112,119,17-18
0021700041,20171023/PHIDET,2017-10-23,19:00:00,,Little Caesars Arena,Detroit,3,Final,1610612765,1610612755,DET,PHI,86,97,17-18
0021700042,20171023/ATLMIA,2017-10-23,19:30:00,,AmericanAirlines Arena,Miami,3,Final,1610612748,1610612737,MIA,ATL,104,93,17-18
0021700043,20171023/MEMHOU,2017-10-23,20:00:00,,Toyota Center,Houston,3,Final,1610612745,1610612763,HOU,MEM,90,98,17-18
0021700044,20171023/CHAMIL,2017-10-23,20:00:00,,BMO Harris Bradley Center,Milwaukee,3,Final,1610612749,1610612766,MIL,CHA,103,94,17-18
0021700045,20171023/GSWDAL,2017-10-23,20:30:00,,American Airlines Center,Dallas,3,Final,1610612742,1610612744,DAL,GSW,103,133,17-18
0021700046,20171023/TORSAS,2017-10-23,20:30:00,,AT&T Center,San Antonio,3,Final,1610612759,1610612761,SAS,TOR,101,97,17-18
0021700047,20171023/WASDEN,2017-10-23,21:00:00,,Pepsi Center,Denver,3,Final,1610612743,1610612764,DEN,WAS,104,109,17-18
0021700048,20171023/SACPHX,2017-10-23,22:00:00,,Talking Stick Resort Arena,Phoenix,3,Final,1610612756,1610612758,PHX,SAC,117,115,17-18
0021700049,20171024/CHICLE,2017-10-24,19:00:00,,Quicken Loans Arena,Cleveland,3,Final,1610612739,1610612741,CLE,CHI,119,112,17-18
0021700050,20171024/BKNORL,2017-10-24,19:00:00,,Amway Center,Orlando,3,Final,1610612753,1610612751,ORL,BKN,125,121,17-18
0021700051,20171024/NYKBOS,2017-10-24,19:30:00,,TD Garden,Boston,3,Final,1610612738,1610612752,BOS,NYK,110,89,17-18
0021700052,20171024/INDMIN,2017-10-24,20:00:00,,Target Center,Minneapolis,3,Final,1610612750,1610612754,MIN,IND,107,130,17-18
0021700053,20171024/NOPPOR,2017-10-24,22:00:00,,Moda Center,Portland,3,Final,1610612757,1610612740,POR,NOP,103,93,17-18
0021700054,20171024/UTALAC,2017-10-24,22:30:00,,STAPLES Center,Los Angeles,3,Final,1610612746,1610612762,LAC,UTA,102,84,17-18
0021700055,20171025/DENCHA,2017-10-25,19:00:00,,Spectrum Center,Charlotte,3,Final,1610612766,1610612743,CHA,DEN,110,93,17-18
0021700056,20171025/MINDET,2017-10-25,19:00:00,,Little Caesars Arena,Detroit,3,Final,1610612765,1610612750,DET,MIN,122,101,17-18
0021700057,20171025/HOUPHI,2017-10-25,19:00:00,,Wells Fargo Center,Philadelphia,3,Final,1610612755,1610612745,PHI,HOU,104,105,17-18
0021700058,20171025/CLEBKN,2017-10-25,19:30:00,,Barclays Center,Brooklyn,3,Final,1610612751,1610612739,BKN,CLE,112,107,17-18
0021700059,20171025/SASMIA,2017-10-25,20:00:00,,AmericanAirlines Arena,Miami,3,Final,1610612748,1610612759,MIA,SAS,100,117,17-18
0021700060,20171025/INDOKC,2017-10-25,20:00:00,,Chesapeake Energy Arena,Oklahoma City,3,Final,1610612760,1610612754,OKC,IND,114,96,17-18
0021700061,20171025/MEMDAL,2017-10-25,20:30:00,,American Airlines Center,Dallas,3,Final,1610612742,1610612763,DAL,MEM,103,94,17-18
0021700062,20171025/UTAPHX,2017-10-25,22:00:00,,Talking Stick Resort Arena,Phoenix,3,Final,1610612756,1610612762,PHX,UTA,97,88,17-18
0021700063,20171025/TORGSW,2017-10-25,22:30:00,,ORACLE Arena,Oakland,3,Final,1610612744,1610612761,GSW,TOR,117,112,17-18
0021700064,20171025/WASLAL,2017-10-25,22:30:00,,STAPLES Center,Los Angeles,3,Final,1610612747,1610612764,LAL,WAS,102,99,17-18
0021700065,20171026/ATLCHI,2017-10-26,20:00:00,,United Center,Chicago,3,Final,1610612741,1610612737,CHI,ATL,91,86,17-18
0021700066,20171026/DALMEM,2017-10-26,20:00:00,,FedExForum,Memphis,3,Final,1610612763,1610612742,MEM,DAL,96,91,17-18
0021700067,20171026/BOSMIL,2017-10-26,20:00:00,,UW-Milwaukee Panther Arena,Milwaukee,3,Final,1610612749,1610612738,MIL,BOS,89,96,17-18
0021700068,20171026/LACPOR,2017-10-26,22:00:00,,Moda Center,Portland,3,Final,1610612757,1610612746,POR,LAC,103,104,17-18
0021700069,20171026/NOPSAC,2017-10-26,22:30:00,,Golden 1 Center,Sacramento,3,Final,1610612758,1610612740,SAC,NOP,106,114,17-18
0021700070,20171027/HOUCHA,2017-10-27,19:00:00,,Spectrum Center,Charlotte,3,Final,1610612766,1610612745,CHA,HOU,93,109,17-18
0021700071,20171027/SASORL,2017-10-27,19:00:00,,Amway Center,Orlando,3,Final,1610612753,1610612759,ORL,SAS,114,87,17-18
0021700072,20171027/DENATL,2017-10-27,19:30:00,,Philips Arena,Atlanta,3,Final,1610612737,1610612743,ATL,DEN,100,105,17-18
0021700073,20171027/BKNNYK,2017-10-27,19:30:00,,Madison Square Garden,New York,3,Final,1610612752,1610612751,NYK,BKN,107,86,17-18
0021700074,20171027/OKCMIN,2017-10-27,20:00:00,,Target Center,Minneapolis,3,Final,1610612750,1610612760,MIN,OKC,119,116,17-18
0021700075,20171027/WASGSW,2017-10-27,22:30:00,,ORACLE Arena,Oakland,3,Final,1610612744,1610612764,GSW,WAS,120,117,17-18
0021700076,20171027/TORLAL,2017-10-27,22:30:00,,STAPLES Center,Los Angeles,3,Final,1610612747,1610612761,LAL,TOR,92,101,17-18
0021700077,20171028/CLENOP,2017-10-28,19:00:00,,Smoothie King Center,New Orleans,3,Final,1610612740,1610612739,NOP,CLE,123,101,17-18
0021700078,20171028/BOSMIA,2017-10-28,20:00:00,,AmericanAirlines Arena,Miami,3,Final,1610612748,1610612738,MIA,BOS,90,96,17-18
0021700079,20171028/OKCCHI,2017-10-28,20:00:00,,United Center,Chicago,3,Final,1610612741,1610612760,CHI,OKC,69,101,17-18
0021700080,20171028/HOUMEM,2017-10-28,20:00:00,,FedExForum,Memphis,3,Final,1610612763,1610612745,MEM,HOU,103,89,17-18
0021700081,20171028/PHIDAL,2017-10-28,20:30:00,,American Airlines Center,Dallas,3,Final,1610612742,1610612755,DAL,PHI,110,112,17-18
0021700082,20171028/LALUTA,2017-10-28,21:00:00,,Vivint Smart Home Arena,Salt Lake City,3,Final,1610612762,1610612747,UTA,LAL,96,81,17-18
0021700083,20171028/PHXPOR,2017-10-28,22:00:00,,Moda Center,Portland,3,Final,1610612757,1610612756,POR,PHX,114,107,17-18
0021700084,20171028/DETLAC,2017-10-28,22:30:00,,STAPLES Center,Los Angeles,3,Final,1610612746,1610612765,LAC,DET,87,95,17-18
0021700085,20171029/MILATL,2017-10-29,15:30:00,,Philips Arena,Atlanta,3,Final,1610612737,1610612749,ATL,MIL,106,117,17-18
0021700086,20171029/SASIND,2017-10-29,16:30:00,,Bankers Life Fieldhouse,Indianapolis,3,Final,1610612754,1610612759,IND,SAS,97,94,17-18
0021700087,20171029/DENBKN,2017-10-29,18:00:00,,Barclays Center,Brooklyn,3,Final,1610612751,1610612743,BKN,DEN,111,124,17-18
0021700088,20171029/ORLCHA,2017-10-29,18:00:00,,Spectrum Center,Charlotte,3,Final,1610612766,1610612753,CHA,ORL,120,113,17-18
0021700089,20171029/WASSAC,2017-10-29,18:00:00,,Golden 1 Center,Sacramento,3,Final,1610612758,1610612764,SAC,WAS,83,110,17-18
0021700090,20171029/NYKCLE,2017-10-29,19:00:00,,Quicken Loans Arena,Cleveland,3,Final,1610612739,1610612752,CLE,NYK,95,114,17-18
0021700091,20171029/DETGSW,2017-10-29,20:30:00,,ORACLE Arena,Oakland,3,Final,1610612744,1610612765,GSW,DET,107,115,17-18
0021700092,20171030/SASBOS,2017-10-30,19:30:00,,TD Garden,Boston,3,Final,1610612738,1610612759,BOS,SAS,108,94,17-18
0021700093,20171030/MINMIA,2017-10-30,19:30:00,,AmericanAirlines Arena,Miami,3,Final,1610612748,1610612750,MIA,MIN,122,125,17-18
0021700094,20171030/DENNYK,2017-10-30,19:30:00,,Madison Square Garden,New York,3,Final,1610612752,1610612743,NYK,DEN,116,110,17-18
0021700095,20171030/PHIHOU,2017-10-30,20:00:00,,Toyota Center,Houston,3,Final,1610612745,1610612755,HOU,PHI,107,115,17-18
0021700096,20171030/CHAMEM,2017-10-30,20:00:00,,FedExForum,Memphis,3,Final,1610612763,1610612766,MEM,CHA,99,104,17-18
0021700097,20171030/ORLNOP,2017-10-30,20:00:00,,Smoothie King Center,New Orleans,3,Final,1610612740,1610612753,NOP,ORL,99,115,17-18
0021700098,20171030/DALUTA,2017-10-30,21:00:00,,Vivint Smart Home Arena,Salt Lake City,3,Final,1610612762,1610612742,UTA,DAL,104,89,17-18
0021700099,20171030/TORPOR,2017-10-30,22:00:00,,Moda Center,Portland,3,Final,1610612757,1610612761,POR,TOR,85,99,17-18
0021700100,20171030/GSWLAC,2017-10-30,22:30:00,,STAPLES Center,Los Angeles,3,Final,1610612746,1610612744,LAC,GSW,113,141,17-18
0021700101,20171031/SACIND,2017-10-31,19:00:00,,Bankers Life Fieldhouse,Indianapolis,3,Final,1610612754,1610612758,IND,SAC,101,83,17-18
0021700102,20171031/PHXBKN,2017-10-31,19:30:00,,Barclays Center,Brooklyn,3,Final,1610612751,1610612756,BKN,PHX,114,122,17-18
0021700103,20171031/OKCMIL,2017-10-31,20:00:00,,BMO Harris Bradley Center,Milwaukee,3,Final,1610612749,1610612760,MIL,OKC,91,110,17-18
0021700104,20171031/DETLAL,2017-10-31,22:30:00,,STAPLES Center,Los Angeles,3,Final,1610612747,1610612765,LAL,DET,113,93,17-18
0021700105,20171101/MILCHA,2017-11-01,19:00:00,,Spectrum Center,Charlotte,3,Final,1610612766,1610612749,CHA,MIL,126,121,17-18
0021700106,20171101/INDCLE,2017-11-01,19:00:00,,Quicken Loans Arena,Cleveland,3,Final,1610612739,1610612754,CLE,IND,107,124,17-18
0021700107,20171101/ATLPHI,2017-11-01,19:00:00,,Wells Fargo Center,Philadelphia,3,Final,1610612755,1610612737,PHI,ATL,119,109,17-18
